"日期","初次评价","追评时间","追评内容","卖家解释","套餐类别","店铺名称","商品标题","商品链接","商品ID","描述评分","评价标签","人气","月销量"
"2017.11.19","完美                                                          ",,,"您好！本店为天猫国际海外认证商家，100%海外直邮，确保正品。我们已经有了新的物流合作伙伴，保证速度会比以前快哈~您的支持是对我们最大的鼓励，我们回馈您的必定是最好的商品品质以及最好的服务。期待您的再次光临!","颜色分类：Black/Black尺码：9[42]","axonus海外专营店","VANS/范斯男鞋帆布鞋套脚低帮板鞋休闲懒人鞋美国直邮2809931-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=547076118165&areaId=110100&user_id=1785908005&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","547076118165","4.9",,"2630","30"
"2017.11.27","退货办理很快，没买到心意的，但服务确实好",,,"您好！本店为天猫国际海外认证商家，100%海外直邮，确保正品。我们已经有了新的物流合作伙伴，保证速度会比以前快哈~您的支持是对我们最大的鼓励，我们回馈您的必定是最好的商品品质以及最好的服务。期待您的再次光临!","颜色分类：Black/Black尺码：9[42]","axonus海外专营店","VANS/范斯男鞋帆布鞋套脚低帮板鞋休闲懒人鞋美国直邮2809931-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=547076118165&areaId=110100&user_id=1785908005&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","547076118165","4.9",,"2630","30"
"05.11","鞋型真的非常不错，比普通款好太多，但是鞋本身做工还是一样的垃圾：-(",,,"亲亲，感谢您的选择与支持，我们不生产鞋，只是品牌鞋的搬运工，对于鞋子的生产和品控我们实在是鞭长莫及，还请您能够谅解，祝您生活愉快~！","颜色分类：VN0A2XSGQ3J/蓝色鞋码：40.5","SneakerCenter运动专营店","Vans范斯 Old Skool Vault 高端男鞋运动休闲帆布板鞋VN0A36C8N8K","https://detail.tmall.com/item.htm?id=568203739396&skuId=3794030059546&areaId=110100&user_id=2648962620&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","568203739396","4.7",,"132","19"
"05.13","是正品 但鞋垫有一只没粘牢 可以直接取出来                                                          ",,,,"颜色分类：VN0A2XSGQ3J/蓝色鞋码：40","SneakerCenter运动专营店","Vans范斯 Old Skool Vault 高端男鞋运动休闲帆布板鞋VN0A36C8N8K","https://detail.tmall.com/item.htm?id=568203739396&skuId=3794030059546&areaId=110100&user_id=2648962620&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","568203739396","4.7",,"132","19"
"04.27","稳了 预售发的这么快第一次                                     ",,,,"颜色分类：VN0A2XSGQ3J/蓝色鞋码：42","SneakerCenter运动专营店","Vans范斯 Old Skool Vault 高端男鞋运动休闲帆布板鞋VN0A36C8N8K","https://detail.tmall.com/item.htm?id=568203739396&skuId=3794030059546&areaId=110100&user_id=2648962620&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","568203739396","4.7",,"132","19"
"今天","鞋子挺不错，没毛病，帅的一匹                                     ",,,,"颜色分类：VN0A2XSGQ3J/蓝色鞋码：44.5","SneakerCenter运动专营店","Vans范斯 Old Skool Vault 高端男鞋运动休闲帆布板鞋VN0A36C8N8K","https://detail.tmall.com/item.htm?id=568203739396&skuId=3794030059546&areaId=110100&user_id=2648962620&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","568203739396","4.7",,"132","19"
"05.17","货是真的 也很好 淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值淘气值                                     ",,,,"颜色分类：VN0A2XSGQ3J/蓝色鞋码：43","SneakerCenter运动专营店","Vans范斯 Old Skool Vault 高端男鞋运动休闲帆布板鞋VN0A36C8N8K","https://detail.tmall.com/item.htm?id=568203739396&skuId=3794030059546&areaId=110100&user_id=2648962620&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","568203739396","4.7",,"132","19"
"05.27","鞋子很不错，上脚很好看，就是有点硬不知道后面能不能穿软",,,"亲您好，因为鞋子是全新的，刚开始穿可能会有些硬，穿过一段时间，就会慢慢贴合脚型变得舒适的！如果您有其它疑问，您可以随时联系我们，我们将及时为您处理，期待您的再次光临，祝您生活愉快！","颜色分类：黑色鞋码：35","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"05.22","鞋很硬很磨脚，觉得这钱的很徒壁，头一次穿这么磨脚的鞋，让我很闹心",,,"亲您好，新鞋子刚上脚，可能会因为鞋型与脚型不十分契合，而产生不舒适感，建议您在磨脚的位置涂点白醋，这样会软化磨脚处材质，第二天即可缓解此问题。也可以用电风吹或者贴个防磨贴试试，如果您还有其他的疑问可以咨询下我们在线客服，我们会竭诚为您服务的。","颜色分类：黑色鞋码：36","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"04.28","鞋子太太太太硬了，鞋码刚好，穿着剧疼，大小合适但是穿着不舒服，很不舒服",,,"亲您好，因为鞋子是全新的，刚开始穿可能会有些硬，穿过一段时间，就会慢慢贴合脚型变得舒适的！如果您有其它疑问，您可以随时联系我们，我们将及时为您处理，期待您的再次光临，祝您生活愉快！","颜色分类：黑色鞋码：36","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.29","此用户没有填写评论!","收货159天后追加：","总感觉双十一买到的不是正品",,"颜色分类：黑色鞋码：38.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"02.02","真的超好看的鞋子，我平时穿39，vans 的话38就刚刚好",,,,"颜色分类：黑色鞋码：38","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.11","此用户没有填写评论!","收货125天后追加：","只穿了俩个月鞋面皮革就裂了",,"颜色分类：黑色鞋码：40","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.11","此用户没有填写评论!","收货18天后追加：","好气啊一不小心就过了评价时间了！鞋子挺好的 特别低调 不注意看以为只是普通小黑鞋而已 我喜欢！然后这个拉链肥肠方便！不用每次解鞋带了！鞋子比较硬 皮质通病吧 可以接受！",,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.18","旗舰店铺，正品品质，值得信赖。拉锁设计穿戴方便，五星好评！顺丰速度绝对一流！                                     ",,,"每一个评价都是客户最真实的体验，因为有您，让我们懂得感恩，感谢您这么用心的爱着我们的产品。您的需求，就是我们最终的追求。浮生若梦，似水流年，您若不弃，我亦相随~","颜色分类：黑色鞋码：41","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.19","很舒服，不太好穿进去，但是穿进去后，走路很舒服，没那么铬脚，按照正常码买就行",,,,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.16","好看！但是这个比帆布的硬",,,,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.24","老顾客了，每年都会买一双这种款式，喜欢。",,,,"颜色分类：黑色鞋码：44.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.14","真的很好非常漂亮修脚",,,,"颜色分类：黑色鞋码：38","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.23","值得拥有，挺喜欢的",,,,"颜色分类：黑色鞋码：41","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.16","鞋子真的很漂亮～V粉",,,,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.24","有点磨脚，看着很好看，好评",,,"感谢您购买我们的商品，新鞋子刚上脚，可能会因为鞋型与脚型不十分契合，而产生不舒适感，建议您在磨脚的位置涂点白醋，这样会软化磨脚处材质，第二天即可缓解此问题。也可以用电风吹或者贴个防磨贴试试，如果您还有其他的疑问可以咨询下我们在线客服，我们会竭诚为您服务的。","颜色分类：黑色鞋码：43","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.15","好评，尺码合适",,,,"颜色分类：黑色鞋码：42","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.30","此用户没有填写评论!","收货36天后追加：","很满意了",,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.09","可以说vans是我双十一最快到的了，一开始担心pu面男票穿着会裹脚，穿上丝毫没有，还有个拉链，不是样子，是真的可以拉开的拉链，脱也比较省事儿，五星好评",,,,"颜色分类：黑色鞋码：42","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"03.07","整体不错，就是鞋前面那个应该叫舌头的部分有些硬，孩子喜欢就留下了，",,,,"颜色分类：黑色鞋码：34.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"03.02","突然要换收货地址虽然很麻烦但是客服还是很给力服务态度也超好鞋子就不用说了奈斯啊",,,,"颜色分类：黑色鞋码：38","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.11","此用户没有填写评论!","收货101天后追加：","鞋底硬了一点",,"颜色分类：黑色鞋码：36.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.11","感觉挺好的",,,,"颜色分类：黑色鞋码：36","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.11","此用户没有填写评论!","收货73天后追加：","很差的皮子",,"颜色分类：黑色鞋码：44","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"02.02","蛮好的 鞋子很好看 平时37.5选了37正好 就是好硬 穿着感觉一般 看中了拉链                                                          ","收货36天后追加：","鞋子真的蛮硬的 磨jio 也可能穿的少吧 orz","亲您好，因为鞋子是全新的，刚开始穿可能会有些硬，穿过一段时间，就会慢慢贴合脚型变得舒适的！如果您有其它疑问，您可以随时联系我们，我们将及时为您处理，期待您的再次光临，祝您生活愉快！","颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.30","此用户没有填写评论!","收货70天后追加：","一开始穿有点硬 不过穿一段时间之后 上脚还蛮舒服 版型也很好看",,"颜色分类：黑色鞋码：36.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.15","鞋子太硬，穿在脚上像块毛铁，不舒服，不知道穿会怎么样                                     ",,,"亲您好，因为鞋子是全新的，刚开始穿可能会有些硬，穿过一段时间，就会慢慢贴合脚型变得舒适的！如果您有其它疑问，您可以随时联系我们，我们将及时为您处理，期待您的再次光临，祝您生活愉快！","颜色分类：黑色鞋码：38","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.27","鞋子挺好看的，但是穿上第一天很磨脚磨脚后跟，穿两天松了一下要好一些了，如果觉得磨脚后跟垫一个增高垫就没那么磨了",,,"感谢您购买我们的商品，新鞋子刚上脚，可能会因为鞋型与脚型不十分契合，而产生不舒适感，建议您在磨脚的位置涂点白醋，这样会软化磨脚处材质，第二天即可缓解此问题。也可以用电风吹或者贴个防磨贴试试，如果您还有其他的疑问可以咨询下我们在线客服，我们会竭诚为您服务的。","颜色分类：黑色鞋码：35","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.18","整体不错，稍微有点硬，穿久了估计会好些，鞋子大小偏小，不穿厚袜子的话可以穿。",,,"亲您好，新鞋子会有些硬，有些紧，穿过一段时间，就会慢慢贴合脚型变得舒适的！如果您有其它疑问，您可以随时联系我们，我们将及时为您处理，期待您的再次光临，祝您生活愉快！","颜色分类：黑色鞋码：40","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.29","此用户没有填写评论!","收货29天后追加：","？",,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.12.14","双十二最早收到的货！",,,,"颜色分类：黑色鞋码：39","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"今天","确实有点硬，不过也只有vans家有我的码，基本款吧，活动价格入手性价比也还行",,,"亲您好，因为鞋子是全新的，刚开始穿可能会有些硬，穿过一段时间，就会慢慢贴合脚型变得舒适的！如果您有其它疑问，您可以随时联系我们，我们将及时为您处理，期待您的再次光临，祝您生活愉快！","颜色分类：黑色鞋码：34.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"06.04","还算满意，总之还不错吧",,,,"颜色分类：黑色鞋码：34.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"06.04","喜欢                                     ",,,,"颜色分类：黑色鞋码：36","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"03.01","拉链破的也是没谁了，真的怀疑是假的，懒得换，喜欢样子就随便穿吧",,,,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.24","穿着舒服 很有型",,,,"颜色分类：黑色鞋码：36","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.12","首先说鞋子，尺码合适，穿上非常舒服，正品无疑；其次是价格，赶在双十一买的，超合适；最后表扬一下发货和物流的速度，昨天发货今天就收到了~",,,,"颜色分类：黑色鞋码：41","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.14","鞋子很棒以后还会再来。店家也很好",,,,"颜色分类：黑色鞋码：43","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.12","很好看，快递超级给力双十一付的尾款晚上就到了",,,,"颜色分类：黑色鞋码：37","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.12","很舒服                                     ",,,,"颜色分类：黑色鞋码：42","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.12","还OK",,,,"颜色分类：黑色鞋码：38","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.13","一如既往的好  双十一非常划算",,,,"颜色分类：黑色鞋码：38","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.09.27","好",,,,"颜色分类：黑色鞋码：36","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.12","特别优秀，忽略袜子～串鞋带那里少一一排线，明天去弄一下就好了                                                          ",,,,"颜色分类：黑色鞋码：42.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.12","卖家真的机智，在双十一之前就发货了，昨天我看到11.8就到了武汉惊呆了，然后今天就拿到了，可能是第一批拿到双十一买的东西的吧。?新鞋子有点点硬，适应一下应该会好些。然后就是鞋子有一点点瑕疵，有点溢胶，接受了。                                     ",,,,"颜色分类：黑色鞋码：35","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.16","挺好卡的，就是刚买的会有点磨脚",,,"亲您好，由于新鞋未经穿着磨合，且每个人的脚型不同，如果初期穿着发生磨脚情况，建议您可以穿几天厚一点的袜子，或者购买瓶带有护肤功能的护肤霜或药店常见的凡士林，涂抹在鞋子的磨脚处，如此可以起到一定的软化作用；再经过一段时间的磨合后，鞋子会越来越舒服。如果亲对宝贝还有其他疑问，欢迎联系我们的在线客服哦，我们将竭诚为您服务~","颜色分类：黑色鞋码：42","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.18","好看，出了后跟有点硬，其他都非常好！",,,,"颜色分类：黑色鞋码：36.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.12","vans真的是太棒了，因为预售11.8就到了广州，双十一交了尾款第二天就到了！！非常好看！也非常合适，就是太硬了，有点打脚，要穿软才行，脚后跟得贴创可贴",,,,"颜色分类：黑色鞋码：36.5","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
"2017.11.28","咋眼一看还不错",,,,"颜色分类：黑色鞋码：42","vans官方旗舰店","【618】Vans/范斯春季黑色/情侣款板鞋休闲鞋|VN0A38GBMS1","https://detail.tmall.com/item.htm?id=545212719656&skuId=3451801862202&areaId=110100&user_id=746866993&cat_id=2&is_b=1&rn=d3cf24b4a293766f3300750f5221dc8a","545212719656","4.8",,"6725","38"
